Wavelength (nm),Air_n,Air_k,SiO2_n,SiO2_k,ITO_n,ITO_k,Al_n,Al_k,TCTA_n,TCTA_k,PEDOT_n,PEDOT_k,Irppy_n,Irppy_k,TPBi_n,TPBi_k,B3PyMPM_n,B3PyMPM_k,CBP_n,CBP_k,LiF_n,LiF_k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1,0,1.4525,0,1.98788,0.00166,0.6575,5.31671,1.8105811,0,1.50996,0.02082,1.85196,0.01119,1.77288,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1,0,1.4525,0,1.98684,0.00162,0.66052,5.3272,1.810062515,0,1.50917,0.02102,1.85047,0.01012,1.77265,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,1,0,1.4525,0,1.9858,0.00157,0.66354,5.33768,1.80954393,0,1.50904,0.02122,1.84898,0.00905,1.77242,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1,0,1.4525,0,1.98476,0.00153,0.66656,5.34817,1.80902069,0,1.50904,0.02143,1.84741,0.00819,1.77206,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1,0,1.4525,0,1.98371,0.00149,0.66958,5.35865,1.80849745,0,1.50904,0.02163,1.84583,0.00732,1.77169,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1,0,1.4524,0,1.98267,0.00145,0.6726,5.36914,1.80796735,0,1.50904,0.02183,1.8442,0.00665,1.77101,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1,0,1.4524,0,1.98163,0.00141,0.67562,5.37962,1.80743725,0,1.50833,0.02204,1.84257,0.00598,1.77032,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1,0,1.4523,0,1.98059,0.00136,0.67884,5.39013,1.80690196,0,1.50754,0.02224,1.84093,0.00546,1.77022,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1,0,1.4523,0,1.97954,0.00132,0.68206,5.40063,1.80636667,0,1.50675,0.02245,1.83928,0.00495,1.77013,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1,0,1.4522,0,1.9785,0.00128,0.68527,5.41113,1.805831525,0,1.50596,0.02265,1.83766,0.00458,1.7697,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,1,0,1.4522,0,1.97746,0.00124,0.68849,5.42164,1.80529638,0,1.50517,0.02285,1.83605,0.0042,1.76928,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1,0,1.4521,0,1.97646,0.0012,0.69171,5.43214,1.80476897,0,1.50438,0.02306,1.83449,0.00393,1.76866,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1,0,1.4521,0,1.97563,0.00116,0.69493,5.44265,1.80424156,0,1.50359,0.02326,1.83293,0.00366,1.76803,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,1,0,1.4521,0,1.97479,0.00111,0.69814,5.45315,1.803729875,0,1.50305,0.02347,1.83147,0.00346,1.76728,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1,0,1.4521,0,1.97396,0.00107,0.70136,5.46365,1.80321819,0,1.50305,0.02367,1.83001,0.00327,1.76653,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,1,0,1.4521,0,1.97313,0.00103,0.70458,5.47416,1.802729485,0,1.50305,0.02387,1.82866,0.00312,1.76643,0,2.00E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1,0,1.4521,0,1.9723,0.000987,0.7078,5.48466,1.80224078,0,1.50305,0.02408,1.8273,0.00298,1.76633,0,1.99E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1,0,1.4521,0,1.97147,0.000945,0.71092,5.49516,1.801780765,0,1.50275,0.02428,1.82606,0.00287,1.7657,0,1.99E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,1,0,1.4521,0,1.97064,0.000903,0.71404,5.50566,1.80132075,0,1.50196,0.02448,1.82482,0.00276,1.76506,0,1.99E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1,0,1.4521,0,1.9698,0.000862,0.71716,5.51616,1.80089288,0,1.50117,0.02469,1.82368,0.00267,1.76518,0,1.99E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1,0,1.452,0,1.96897,0.00082,0.72028,5.52666,1.80046501,0,1.50038,0.02489,1.82254,0.00258,1.7653,0,1.99E+00,0.00E+00,1.77E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,1,0,1.452,0,1.96814,0.000793,0.7234,5.53715,1.800069555,0,1.49959,0.0251,1.82149,0.00251,1.76491,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,1,0,1.452,0,1.96731,0.000806,0.72652,5.54765,1.7996741,0,1.4988,0.0253,1.82044,0.00244,1.76453,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,1,0,1.452,0,1.96648,0.000819,0.72965,5.55815,1.799307595,0,1.49801,0.0255,1.81946,0.00239,1.76412,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1,0,1.452,0,1.96565,0.000832,0.73277,5.56865,1.79894109,0,1.49722,0.02571,1.81849,0.00234,1.76372,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,1,0,1.452,0,1.96482,0.000846,0.73589,5.57915,1.79859713,0,1.49707,0.02591,1.81757,0.00231,1.76221,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1,0,1.452,0,1.96398,0.000859,0.73901,5.58965,1.79825317,0,1.49707,0.02611,1.81665,0.00228,1.7607,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,1,0,1.452,0,1.96315,0.000872,0.7425,5.60003,1.797923645,0,1.49707,0.02632,1.81578,0.00225,1.7606,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,1,0,1.452,0,1.96232,0.000885,0.74599,5.61042,1.79759412,0,1.49707,0.02652,1.81491,0.00222,1.76051,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1,0,1.4519,0,1.96149,0.000899,0.74947,5.62081,1.797270655,0,1.49638,0.02673,1.81407,0.00219,1.76035,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1,0,1.4519,0,1.96066,0.000912,0.75296,5.63119,1.79694719,0,1.49559,0.02693,1.81324,0.00216,1.7602,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1,0,1.4518,0,1.95983,0.000925,0.75645,5.64158,1.79662303,0,1.4948,0.02713,1.81244,0.00213,1.7597,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1,0,1.4518,0,1.95899,0.000939,0.75994,5.65197,1.79629887,0,1.49401,0.02734,1.81164,0.0021,1.7592,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1,0,1.4518,0,1.95816,0.000952,0.76342,5.66235,1.7959708,0,1.49322,0.02754,1.81086,0.00207,1.75861,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1,0,1.4517,0,1.95733,0.000965,0.76691,5.67274,1.79564273,0,1.49243,0.02775,1.81009,0.00204,1.75802,0,1.99E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1,0,1.4517,0,1.9565,0.000978,0.7704,5.68313,1.795311515,0,1.49164,0.02795,1.80933,0.00201,1.75826,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1,0,1.4516,0,1.95567,0.000992,0.77389,5.69351,1.7949803,0,1.49108,0.02815,1.80858,0.00195,1.7585,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,1,0,1.4516,0,1.95484,0.001,0.77763,5.7041,1.794650095,0,1.49108,0.02836,1.80783,0.0019,1.75798,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1,0,1.4516,0,1.95401,0.00102,0.78137,5.71469,1.79431989,0,1.49108,0.02856,1.80709,0.0018,1.75745,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1,0,1.4516,0,1.95317,0.00103,0.78511,5.72528,1.79399658,0,1.49108,0.02876,1.80635,0.0016,1.75674,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1,0,1.4516,0,1.95234,0.00104,0.78885,5.73588,1.79367327,0,1.49108,0.02897,1.80561,0.0014,1.75602,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1,0,1.4516,0,1.95151,0.00106,0.7926,5.74647,1.793363005,0,1.49108,0.02917,1.80488,0.00122,1.75569,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1,0,1.4516,0,1.95068,0.00107,0.79634,5.75706,1.79305274,0,1.49108,0.02938,1.80415,0,1.75537,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1,0,1.4516,0,1.94985,0.00108,0.80008,5.76765,1.79276031,0,1.49108,0.02958,1.80343,0,1.75485,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1,0,1.4516,0,1.94902,0.0011,0.80382,5.77824,1.79246788,0,1.49038,0.02978,1.8027,0,1.75434,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1,0,1.4516,0,1.94818,0.00111,0.80756,5.78883,1.79219537,0,1.48874,0.02999,1.80199,0,1.75426,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,1,0,1.4516,0,1.94735,0.00112,0.81131,5.79942,1.79192286,0,1.4871,0.03019,1.80128,0,1.75417,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1,0,1.4515,0,1.94652,0.00114,0.81502,5.80943,1.79166945,0,1.48546,0.03047,1.8006,0,1.75346,0,1.98E+00,0.00E+00,1.76E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1,0,1.4515,0,1.94569,0.00115,0.81873,5.81944,1.79141604,0,1.48509,0.03075,1.79991,0,1.75275,0,1.98E+00,0.00E+00,1.75E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1,0,1.4515,0,1.94486,0.00116,0.82245,5.82944,1.79117893,0,1.48509,0.03104,1.79926,0,1.75237,0,1.98E+00,0.00E+00,1.75E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1,0,1.4514,0,1.94403,0.00118,0.82616,5.83945,1.79094182,0,1.48509,0.03132,1.79861,0,1.75198,0,1.98E+00,0.00E+00,1.75E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1,0,1.4514,0,1.9432,0.00118,0.82987,5.84946,1.790717805,0,1.48509,0.0316,1.79799,0,1.75222,0,1.98E+00,0.00E+00,1.75E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1,0,1.4514,0,1.94236,0.00118,0.83359,5.85947,1.79049379,0,1.48442,0.03188,1.79738,0,1.75246,0,1.98E+00,0.00E+00,1.75E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,1,0,1.4513,0,1.94153,0.00118,0.8373,5.86947,1.790280105,0,1.48363,0.03216,1.7968,0,1.75157,0,1.98E+00,0.00E+00,1.75E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
