Wavelength (nm),Air_n,Air_k,SiO2_n,SiO2_k,ITO_n,ITO_k,Al_n,Al_k,TCTA_n,TCTA_k,PEDOT_n,PEDOT_k,Irppy_n,Irppy_k,TPBi_n,TPBi_k,B3PyMPM_n,B3PyMPM_k,CBP_n,CBP_k,LiF_n,LiF_k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1,0,1.4472,0,1.73789,0.01543,2.24045,7.47298,1.76694983,0,1.38205,0.10079,1.73944,0,1.71003,0,1.92E+00,0.00E+00,1.72E+00,7.78E-05,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,1,0,1.4471,0,1.73698,0.01549,2.2453,7.47006,1.76693577,0,1.38041,0.10108,1.73911,0,1.70959,0,1.92E+00,0.00E+00,1.72E+00,1.56E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,1,0,1.4471,0,1.73606,0.01555,2.25015,7.46713,1.76697583,0,1.37876,0.10136,1.73884,0,1.70966,0,1.92E+00,0.00E+00,1.72E+00,7.78E-05,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,1,0,1.4471,0,1.73514,0.01562,2.25501,7.4642,1.76701589,0,1.37731,0.10165,1.73857,0,1.70973,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1,0,1.4471,0,1.73422,0.01568,2.25986,7.46127,1.767100135,0,1.37731,0.10193,1.73837,0,1.7093,0,1.92E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,1,0,1.4471,0,1.73331,0.01574,2.26471,7.45835,1.76718438,0,1.37731,0.10222,1.73817,0,1.70887,0,1.92E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,1,0,1.447,0,1.73239,0.01581,2.26957,7.45542,1.767298835,0,1.37731,0.10251,1.73805,0,1.70889,0,1.92E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1,0,1.447,0,1.73147,0.01587,2.27442,7.45249,1.76741329,0,1.37731,0.10279,1.73793,0,1.70891,0,1.92E+00,0.00E+00,1.72E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,1,0,1.447,0,1.73056,0.01593,2.27927,7.44956,1.76753933,0,1.37731,0.10308,1.73788,0,1.7088,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1,0,1.447,0,1.72964,0.01599,2.28413,7.44663,1.76766537,0,1.37731,0.10336,1.73783,0,1.7087,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1,0,1.447,0,1.72872,0.01606,2.28722,7.44247,1.76777886,0,1.37731,0.10336,1.73783,0,1.70859,0,1.92E+00,0.00E+00,1.71E+00,2.52E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,1,0,1.447,0,1.72781,0.01612,2.29032,7.43831,1.76789235,0,1.37731,0.10336,1.73782,0,1.70849,0,1.92E+00,0.00E+00,1.72E+00,5.05E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,1,0,1.447,0,1.72689,0.01618,2.29341,7.43414,1.767963695,0,1.37731,0.10336,1.73784,0,1.70838,0,1.92E+00,0.00E+00,1.72E+00,2.52E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1,0,1.447,0,1.72597,0.01625,2.29651,7.42998,1.76803504,0,1.37731,0.10336,1.73786,0,1.70828,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1,0,1.447,0,1.72506,0.01631,2.2996,7.42582,1.76803422,0,1.37731,0.10336,1.73787,0,1.70817,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,1,0,1.447,0,1.72414,0.01637,2.3027,7.42165,1.7680334,0,1.37731,0.10336,1.73789,0,1.70806,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,1,0,1.447,0,1.72322,0.01644,2.30579,7.41749,1.76793746,0,1.37731,0.10336,1.73791,0,1.70796,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,1,0,1.447,0,1.72231,0.0165,2.30889,7.41333,1.76784152,0,1.37731,0.10336,1.73792,0,1.70785,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1,0,1.447,0,1.72139,0.01656,2.31198,7.40916,1.767644105,0,1.37731,0.10336,1.73793,0,1.70775,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1,0,1.447,0,1.72047,0.01663,2.31508,7.405,1.76744669,0,1.37731,0.10336,1.73794,0,1.70764,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1,0,1.447,0,1.71956,0.01669,2.31462,7.39918,1.76716502,0,1.37731,0.10336,1.73794,0,1.70754,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,1,0,1.447,0,1.71864,0.01675,2.31415,7.39336,1.76688335,0,1.37731,0.10336,1.73794,0,1.70743,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1,0,1.447,0,1.71772,0.01682,2.31369,7.38754,1.766558055,0,1.37731,0.10336,1.73795,0,1.70733,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1,0,1.447,0,1.7168,0.01688,2.31323,7.38172,1.76623276,0,1.37731,0.10336,1.73796,0,1.70722,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,1,0,1.447,0,1.71589,0.01694,2.31277,7.3759,1.765919925,0,1.37731,0.10336,1.73797,0,1.70711,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,1,0,1.447,0,1.71497,0.017,2.31231,7.37008,1.76560709,0,1.37731,0.10336,1.73798,0,1.70701,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,1,0,1.447,0,1.71405,0.01707,2.31185,7.36426,1.765362435,0,1.37731,0.10336,1.738,0,1.7069,0,1.92E+00,0.00E+00,1.71E+00,1.80E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1,0,1.447,0,1.71314,0.01713,2.31139,7.35844,1.76511778,0,1.37731,0.10336,1.73802,0,1.7068,0,1.92E+00,0.00E+00,1.71E+00,3.59E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1,0,1.447,0,1.71222,0.01719,2.31093,7.35262,1.76497897,0,1.37731,0.10336,1.73804,0,1.70669,0,1.92E+00,0.00E+00,1.71E+00,1.80E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,1,0,1.447,0,1.7113,0.01726,2.31047,7.3468,1.76484016,0,1.37731,0.10336,1.73805,0,1.70659,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,1,0,1.447,0,1.71039,0.01732,2.30768,7.3421,1.76481606,0,1.37731,0.10336,1.73805,0,1.70648,0,1.92E+00,0.00E+00,1.71E+00,1.81E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,1,0,1.447,0,1.70947,0.01738,2.3049,7.3374,1.76479196,0,1.37731,0.10336,1.73805,0,1.70638,0,1.92E+00,0.00E+00,1.71E+00,3.62E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,1,0,1.447,0,1.70855,0.01745,2.30212,7.3327,1.764861495,0,1.37731,0.10336,1.73802,0,1.70627,0,1.92E+00,0.00E+00,1.71E+00,1.81E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,1,0,1.447,0,1.70764,0.01751,2.29934,7.328,1.76493103,0,1.37731,0.10336,1.738,0,1.70616,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1,0,1.447,0,1.70672,0.01757,2.29655,7.3233,1.76505128,0,1.37731,0.10336,1.73797,0,1.70606,0,1.92E+00,0.00E+00,1.71E+00,2.48E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,1,0,1.447,0,1.7058,0.01764,2.29377,7.31859,1.76517153,0,1.37731,0.10336,1.73793,0,1.70595,0,1.92E+00,0.00E+00,1.71E+00,4.95E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,1,0,1.447,0,1.70489,0.0177,2.29099,7.31389,1.76529316,0,1.37731,0.10336,1.73788,0,1.70585,0,1.92E+00,0.00E+00,1.71E+00,2.48E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1,0,1.447,0,1.70397,0.01776,2.28821,7.30919,1.76541479,0,1.37731,0.10336,1.73783,0,1.70574,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1,0,1.447,0,1.70305,0.01783,2.28542,7.30449,1.765498155,0,1.37731,0.10336,1.73778,0,1.70564,0,1.92E+00,0.00E+00,1.71E+00,1.35E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,1,0,1.447,0,1.70213,0.01789,2.28264,7.29979,1.76558152,0,1.37731,0.10336,1.73773,0,1.70553,0,1.92E+00,0.00E+00,1.71E+00,2.69E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,1,0,1.447,0,1.70122,0.01795,2.27713,7.29563,1.76560663,0,1.37731,0.10336,1.73768,0,1.70543,0,1.92E+00,0.00E+00,1.71E+00,1.35E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1,0,1.447,0,1.7003,0.01801,2.27162,7.29146,1.76563174,0,1.37731,0.10336,1.73762,0,1.70532,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1,0,1.447,0,1.69938,0.01808,2.2661,7.2873,1.76559924,0,1.37731,0.10336,1.73757,0,1.70521,0,1.92E+00,0.00E+00,1.71E+00,3.94E-05,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1,0,1.447,0,1.69847,0.01814,2.26059,7.28314,1.76556674,0,1.37731,0.10336,1.73751,0,1.70511,0,1.92E+00,0.00E+00,1.71E+00,7.88E-05,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,1,0,1.447,0,1.69745,0.0182,2.25508,7.27897,1.765490045,0,1.37731,0.10336,1.73744,0,1.705,0,1.92E+00,0.00E+00,1.71E+00,3.94E-05,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1,0,1.447,0,1.6964,0.01827,2.24957,7.27481,1.76541335,0,1.37731,0.10336,1.73736,0,1.7049,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,1,0,1.447,0,1.69535,0.01833,2.24405,7.27064,1.765307865,0,1.37731,0.10336,1.73724,0,1.70479,0,1.92E+00,0.00E+00,1.71E+00,2.76E-05,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,1,0,1.447,0,1.6943,0.01839,2.23854,7.26648,1.76520238,0,1.37731,0.10336,1.73712,0,1.70469,0,1.92E+00,0.00E+00,1.71E+00,5.51E-05,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1,0,1.447,0,1.69325,0.01846,2.23303,7.26231,1.765079115,0,1.37731,0.10336,1.73695,0,1.70458,0,1.92E+00,0.00E+00,1.71E+00,2.76E-05,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,1,0,1.447,0,1.6922,0.01852,2.22752,7.25815,1.76495585,0,1.37731,0.10336,1.73678,0,1.70448,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1,0,1.447,0,1.69114,0.01858,2.22043,7.25694,1.764819655,0,1.37731,0.10336,1.73657,0,1.70437,0,1.92E+00,0.00E+00,1.71E+00,1.83E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,1,0,1.447,0,1.69009,0.01865,2.21335,7.25574,1.76468346,0,1.37731,0.10336,1.73636,0,1.70427,0,1.92E+00,0.00E+00,1.71E+00,3.66E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1,0,1.447,0,1.68904,0.01871,2.20626,7.25453,1.76453656,0,1.37731,0.10336,1.73613,0,1.70416,0,1.92E+00,0.00E+00,1.71E+00,1.83E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1,0,1.447,0,1.68799,0.01877,2.19917,7.25332,1.76438966,0,1.37731,0.10336,1.7359,0,1.70405,0,1.92E+00,0.00E+00,1.71E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
